Y,M,D,T,TM,Tm,SLP,STP,H,PP,VV,V,VM,VG,FG,RA,SN,GR,TS,TR
1991,9,24,21.2,30.6,14,-,950.3,50,0,10.6,8.7,37,55.4,0,1,0,0,0,0
1991,9,25,18.2,23,15,-,943.5,70,0.51,10.6,9.4,27.8,-,0,1,0,0,0,0
1991,9,26,16.4,20.8,13,-,945.9,41,0,11.6,23.9,37,46.5,0,0,0,0,0,0
1991,9,27,15.2,21.6,6.4,-,950.4,43,0,11.4,8.5,22.2,-,0,0,0,0,0,0
1991,9,28,12.7,17,8.4,-,939.7,67,11.94,10.8,19.6,46.5,-,0,1,0,0,0,0
1991,9,29,12.6,16,9.8,1001.8,935.2,73,0,16.3,13.7,24.1,-,0,0,0,0,0,0
1991,9,30,14.5,21,7.4,1011.2,944.4,64,0,13.8,4.3,11.1,-,0,0,0,0,0,0
1991,10,1,16.7,23.2,12,-,-,56,0,10.9,4.4,14.8,-,0,0,0,0,0,0
1991,10,2,15.9,23.5,8,-,-,51,0,10.1,9.4,22.2,-,0,0,0,0,0,0
1991,10,3,16,25,7,-,-,53,0,10.5,1.9,11.1,-,0,0,0,0,0,0
1991,10,4,16.5,22.8,9,-,-,54,0,10.6,5.9,14.8,-,0,0,0,0,0,0
1991,10,5,18.8,27,12,-,-,52,0,10.8,4.3,18.3,-,0,0,0,0,0,0
1991,10,6,14.8,21,9,-,-,46,0,10.3,9.3,24.1,-,0,0,0,0,0,0
1991,10,7,13.8,24.5,4,-,-,47,0,10,3.7,16.5,-,0,0,0,0,0,0
1991,10,8,12.6,19.8,6,-,-,57,0,10.9,12.6,37,-,0,1,0,0,0,0
1991,10,9,11.4,15,8.4,-,-,73,17.02,10.5,7.4,29.4,-,0,1,0,0,0,0
1991,10,10,11.3,13,9.4,-,-,89,13.97,8.7,8.1,20.6,-,0,1,0,0,0,0
1991,10,11,11.1,15.4,10,-,-,78,2.03,10.6,13.5,64.8,-,0,1,0,0,0,0
1991,10,12,12.2,17,9.4,-,-,72,0,11.6,16.1,25.9,-,0,1,0,0,0,0
1991,10,13,12.7,17.3,10.4,-,-,69,0,11.1,14.8,29.4,44.6,0,1,0,0,0,0
1991,10,14,12.8,18,10,-,-,66,0,11.3,11.7,18.3,-,0,1,0,0,0,0
1991,10,15,11.3,16.6,8,-,-,71,0,10.9,3.7,35.2,-,0,1,0,0,0,0
1991,10,16,11.1,18.2,4.6,-,-,63,0,11.4,3.9,14.8,-,0,0,0,0,0,0
1991,10,17,10.1,19.6,5,-,-,72,0,10.8,2,7.6,-,0,0,0,0,0,0
1991,10,18,12.3,18.4,6,-,-,67,0,8.4,1.5,11.1,-,0,0,0,0,0,0
1991,10,19,12.3,16.5,6,-,-,57,0,10.5,12.6,29.4,48.2,0,0,0,0,0,0
1991,10,20,9.3,15,2,-,-,47,0,10.6,8.1,25.9,-,0,0,0,0,0,0
1991,10,21,7.5,14.6,0,-,-,56,0,10.6,9.6,20.6,-,0,0,0,0,0,0
1991,10,22,7.4,13.4,1,-,-,52,0,10.6,14.3,29.4,-,0,0,0,0,0,0
1991,10,23,7.6,11,5,-,-,65,2.54,11.4,10.7,18.3,-,0,1,0,0,0,0
1991,10,24,9.1,14.5,5,-,-,69,0.25,11.3,4.1,11.1,-,0,1,0,0,0,0
1991,10,25,11.6,13,9.6,-,-,83,1.02,9.7,3.3,14.8,-,0,1,0,0,0,0
1991,10,26,12.7,14,12,-,-,79,7.87,10.5,11.1,20.6,-,0,1,0,0,0,0
1991,10,27,11.6,15,9,-,-,73,0,10.3,11.1,22.2,-,0,0,0,0,0,0
1991,10,28,10.8,13.2,7.8,-,-,83,2.03,10.3,9.6,18.3,-,0,1,0,0,0,0
1991,10,29,10.3,15,8,-,-,81,0,5.3,5,11.1,-,1,0,0,0,0,0
1991,10,30,9.6,14,5.8,-,-,85,0,4.7,1.7,9.4,-,1,0,0,0,0,0
1991,10,31,11.6,17.4,7.6,-,-,81,0,4.3,2.2,14.8,-,1,0,0,0,0,0
1991,11,1,12.4,21,5.8,-,953.6,72,0,6.4,0.9,7.6,-,1,0,0,0,0,0
1991,11,2,12.7,20,5,-,955.8,65,0,9.3,6.1,18.3,-,0,0,0,0,0,0
1991,11,3,15.4,19.4,10.8,-,952.4,61,0,10.8,16.1,33.5,-,0,1,0,0,0,0
1991,11,4,13.3,17,7,-,945.7,58,0,10.5,20,40.7,48.2,0,1,0,0,0,0
1991,11,5,7.9,14,2.6,-,952.2,61,0,11.3,4.8,18.3,-,0,0,0,0,0,0
1991,11,6,7.6,13.8,3,-,959.9,56,0,10.9,10.4,25.9,-,0,0,0,0,0,0
1991,11,7,5.4,15,-2,-,963,62,0,10.1,1.9,11.1,-,0,0,0,0,0,0
1991,11,8,6.5,17,-1,-,958.8,63,0,9.7,2.8,11.1,-,0,0,0,0,0,0
1991,11,9,7.4,18,-1,-,955.2,60,0,10,7.2,22.2,-,0,0,0,0,0,0
1991,11,10,6,13,0,-,956.1,59,0,10.9,5,14.8,-,0,0,0,0,0,0
1991,11,11,4,13,-2,-,958.3,74,0,10.9,1.9,9.4,-,0,0,0,0,0,0
1991,11,12,5,13.4,-2,-,956.7,-,0,9,4.1,11.1,-,0,0,0,0,0,0
1991,11,13,8.9,13,6,-,948.9,69,1.02,8.7,15.7,37,-,0,1,0,0,0,0
1991,11,14,9.4,13,6,-,949.9,51,0,11.7,24.1,44.6,-,0,0,0,0,0,0
1991,11,15,12.7,17,9,-,944.7,66,0,11.1,30.2,48.2,59.4,0,0,0,0,0,0
1991,11,16,11.6,16.3,6,-,947.2,46,0,11.7,25.7,44.3,55.4,0,0,0,0,0,0
1991,11,17,8.2,17.4,1.4,-,953.5,62,0,10.8,4.8,22.2,-,0,0,0,0,0,0
1991,11,18,7.9,15,1,-,951.8,77,0,10.3,8.1,24.1,-,0,1,0,0,0,0
1991,11,19,8.7,13,4,-,945.6,53,0,11.3,17.8,29.4,33.5,0,0,0,0,0,0
1991,11,20,5.8,12,2.8,-,946.3,57,0,11.1,11.1,37,55.4,0,0,0,0,0,0
1991,11,21,5.9,9,3,-,948.9,50,0,12.1,24.8,44.6,59.4,0,0,0,0,0,0
1991,11,22,5.6,11,-3,-,951.4,49,0,11.4,11.5,25.9,-,0,0,0,0,0,0
1991,11,23,0.4,11,-6,-,951.7,63,0,10.1,1.3,11.1,-,0,0,0,0,0,0
1991,11,24,2.1,11,-6,-,949.1,69,0,10.6,4.1,18.3,-,0,0,0,0,0,0
1991,11,25,5.6,11,2,-,949.4,79,0,6.6,4.3,11.1,-,0,0,0,0,0,0
1991,11,26,6.6,18,-1,-,951.3,63,0,6.4,4.1,14.8,-,1,0,0,0,0,0
1991,11,27,6.7,17,-0.5,-,954.2,62,0,10.1,3.5,14.8,-,0,0,0,0,0,0
1991,11,28,5.4,14,-1,-,954.8,73,0,10.5,3,11.1,-,0,0,0,0,0,0
1991,11,29,7.3,10,5,-,949.3,84,6.1,9,5.4,11.1,-,0,1,0,0,0,0
1991,11,30,8.1,11,6,-,945.7,80,1.02,6.8,2,11.1,-,1,1,0,0,0,0
1991,12,1,6.8,10.4,0,-,945.5,84,5.08,10.5,5.4,13,-,0,1,0,0,0,0
1991,12,2,5.4,9,3,-,949,87,1.02,6.3,3.5,11.1,-,1,1,0,0,0,0
1991,12,3,7.3,11,4,-,952.1,67,0,11.4,5.7,18.3,-,0,0,0,0,0,0
1991,12,4,7.4,12.7,3,-,951,70,0,11.3,3.9,11.1,-,0,0,0,0,0,0
1991,12,5,6.8,12.4,3,-,952.2,76,0,11.1,3.7,14.8,-,0,0,0,0,0,0
1991,12,6,7.4,15,3,-,954.1,75,0,11.1,1.5,7.6,-,0,0,0,0,0,0
1991,12,7,5.2,10,1,-,957.4,78,0,10,3.7,11.1,-,0,1,0,0,0,0
1991,12,8,6.3,8.2,4,-,953.6,85,2.54,9.2,2.8,11.1,-,0,1,0,0,0,0
1991,12,9,4.9,11,0,-,952.7,78,0,5.5,0,-,-,1,0,0,0,0,0
1991,12,10,6.2,10,2,-,956.2,66,0,11.3,3.1,7.6,-,0,0,0,0,0,0
1991,12,11,7.1,11.3,2,1027.6,958.4,74,0,10.5,2.2,7.6,-,0,0,0,0,0,0
1991,12,12,4.3,11,-1,-,961.3,77,0,10.3,0.9,7.6,-,0,0,0,0,0,0
1991,12,13,5.7,11,1,-,960.8,69,0,11.1,10.4,18.3,-,0,0,0,0,0,0
1991,12,14,7.3,11,5,-,960,65,0,11.3,10,25.9,-,0,1,0,0,0,0
1991,12,15,5.7,7.6,4,-,958,87,7.11,8.2,6.5,11.1,-,1,1,0,0,0,0
1991,12,16,6.5,11,1,-,957.4,80,0.25,10,2.8,11.1,-,0,0,0,0,0,0
1991,12,17,2.2,9.6,-2,-,961,89,0,1.4,1.3,9.4,-,1,0,0,0,0,0
1991,12,18,2.5,8.4,-1,-,965,87,0,1.4,0.4,7.6,-,1,0,0,0,0,0
1991,12,19,2.5,5,0,-,962.6,90,0,0.3,3.1,11.1,-,1,0,0,0,0,0
1991,12,20,5.6,15,0,-,962.2,62,0,6.8,5,11.1,-,1,0,0,0,0,0
1991,12,21,2.4,11.2,-3,-,964.3,69,0,10,3.3,11.1,-,0,0,0,0,0,0
1991,12,22,4.3,14.3,-4,-,963.3,56,0,8,3.3,11.1,-,0,0,0,0,0,0
1991,12,23,5.2,19,-4,-,963.1,46,0,10.8,3.1,11.1,-,0,0,0,0,0,0
1991,12,24,4.4,16.5,-4,-,962.8,64,0,10,4.8,14.8,-,0,0,0,0,0,0
1991,12,25,4.7,14,-3,-,964.6,62,0,10.1,4.6,13,-,0,0,0,0,0,0
1991,12,26,0.4,9,-4,-,965.4,92,0,5.8,1.5,7.6,-,1,0,0,0,0,0
1991,12,27,2,14.2,-6,-,960.4,75,0,7.1,1.7,7.6,-,0,0,0,0,0,0
1991,12,28,2.2,13.6,-5,-,956.4,68,0,10.5,0.9,7.6,-,0,0,0,0,0,0
1991,12,29,1.6,11.4,-5,-,962.8,80,0,10.5,2.2,9.4,-,0,0,0,0,0,0
1991,12,30,1.4,10,-5,-,966.4,85,0,9,0.9,9.4,-,0,0,0,0,0,0
1991,12,31,0.3,10,-6,-,964.5,89,0,6,1.3,7.6,-,1,0,0,0,0,0
1992,1,1,0.2,8.2,-6,-,965.7,84,0,7.1,3,13,-,1,0,0,0,0,0
1992,1,2,5.5,12.6,0,-,967.3,74,0,11.1,4.3,16.5,-,0,0,0,0,0,0
1992,1,3,5.3,11,-2,-,965.4,76,0,10.8,2.8,11.1,-,0,0,0,0,0,0
1992,1,4,1.4,11,-4,-,964.4,86,0,10.6,1.5,9.4,-,0,0,0,0,0,0
1992,1,5,0.9,9,-5,-,964.1,83,0,10,3.5,11.1,-,0,0,0,0,0,0
1992,1,6,0.9,11,-6,-,962.5,83,0,10.8,2.6,11.1,-,0,0,0,0,0,0
1992,1,7,2.6,9,-3,-,958.9,87,0,10.9,2,9.4,-,0,0,0,0,0,0
1992,1,8,7.6,14,3,-,952.8,85,0.76,9.7,11.9,29.4,-,0,1,0,0,0,0
1992,1,9,6.1,10.2,2,-,949.4,78,0.51,10.9,16.1,29.4,-,0,1,0,0,0,0
1992,1,10,2.7,9.4,-2,-,952.9,73,0,10.8,4.4,14.8,-,0,0,0,0,0,0
1992,1,11,1.9,7,-3,-,953,79,0,11.6,1.7,9.4,-,0,0,0,0,0,0
1992,1,12,1.7,8,-4,-,953.9,80,0,10.8,2.6,7.6,-,0,0,0,0,0,0
1992,1,13,0.6,8,-6.4,-,957.5,75,0,10.1,2.4,11.1,-,0,0,0,0,0,0
1992,1,14,4.2,10,0,-,958.9,79,0,11.3,3.1,7.6,-,0,0,0,0,0,0
1992,1,15,2.8,13,-4,-,960.1,81,0,10,0.6,7.6,-,0,0,0,0,0,0
1992,1,16,1.4,10.6,-5,-,959.7,82,0,9.7,1.7,7.6,-,0,0,0,0,0,0
1992,1,17,1.5,15.4,-6,-,956.6,77,0,9.2,2.2,7.6,-,0,0,0,0,0,0
1992,1,18,0,8,-6,-,959,-,0,6.8,0.7,7.6,-,1,0,0,0,0,0
1992,1,19,-2.1,2,-7,-,956.4,100,0,1.4,2,9.4,-,1,0,0,0,0,0
1992,1,20,-1.5,3,-4,1025.1,950.7,94,0,2.4,1.5,13,-,1,0,0,0,0,0
1992,1,21,0.3,9,-7,-,948.8,73,0,7.6,6.1,22.2,-,1,0,0,0,0,0
1992,1,22,1.7,7,-4,-,949.8,58,0,11.3,14.1,33.5,-,0,0,0,0,0,0
1992,1,23,-0.9,3,-6,-,949.7,68,0,11.4,11.1,25.9,-,0,0,0,0,0,0
1992,1,24,0.5,11,-7,-,955,74,0,10.6,7.4,25.9,-,0,0,0,0,0,0
1992,1,25,2.9,13.4,-5,-,962.5,64,0,10.3,7.8,29.4,-,0,0,0,0,0,0
1992,1,26,4.2,12,-2,-,962.1,63,0,10.8,10.7,29.4,-,0,0,0,0,0,0
1992,1,27,3,9,-3.4,-,957.1,60,0,10.1,15.2,33.5,-,0,0,0,0,0,0
1992,1,28,2,11,-5,-,956.3,63,0,10.8,7.4,25.9,-,0,0,0,0,0,0
1992,1,29,3.4,11.5,-5,-,956.6,64,0,10.9,3.3,14.8,-,0,0,0,0,0,0
1992,1,30,2.6,12,-5,-,958.7,70,0,10.1,3.7,18.3,-,0,0,0,0,0,0
1992,1,31,4.2,13,-3,-,957.3,64,0,10.5,3.1,9.4,-,0,0,0,0,0,0
1992,2,1,2.4,14.5,-6,1028.9,956.7,66,0,10.8,1.1,11.1,-,0,0,0,0,0,0
1992,2,2,2.8,15.2,-6,-,959.5,59,0,10,2,11.1,-,0,0,0,0,0,0
1992,2,3,2.4,14.4,-6,-,962,64,0,9.2,1.9,11.1,-,0,0,0,0,0,0
1992,2,4,3.9,19.7,-7,-,959.5,53,0,10.9,5.6,22.2,-,0,0,0,0,0,0
1992,2,5,6.5,21,-6.5,-,956.7,45,0,10.1,3.1,13,-,0,0,0,0,0,0
1992,2,6,6.9,18.8,-2,-,956.4,52,0,10,3.5,11.1,-,0,0,0,0,0,0
1992,2,7,5.2,18.2,-5,-,957.1,62,0,10,1.7,9.4,-,0,0,0,0,0,0
1992,2,8,3.6,14,-4,-,958.2,73,0,9.2,3.1,9.4,-,0,0,0,0,0,0
1992,2,9,3.4,14,-5,-,957.7,72,0,8.7,4.6,18.3,-,1,0,0,0,0,0
1992,2,10,3.9,14,-4,-,958,72,0,10,1.1,9.4,-,0,0,0,0,0,0
1992,2,11,5.4,15.4,-2,-,956.5,73,0,9.5,3.9,11.1,-,0,0,0,0,0,0
1992,2,12,5.8,14.6,-2,-,952.6,81,0,9.2,7.8,27.8,-,0,1,0,0,0,0
1992,2,13,8.1,13.4,1,-,957.4,55,2.03,11.3,21.7,37,-,0,0,0,0,0,0
1992,2,14,4.3,13.4,-3,-,960.2,70,0,10.1,4.1,11.1,-,0,0,0,0,0,0
1992,2,15,5.2,16.4,-3,-,959.6,67,0,8,2.2,13,-,0,0,0,0,0,0
1992,2,16,6.6,17,-2,-,958,59,0,10.1,5,13,-,0,0,0,0,0,0
1992,2,17,7.4,16,0,-,955.9,48,0,10,8.7,18.3,-,0,0,0,0,0,0
1992,2,18,6.2,11,2,-,950.6,57,0,10.8,6.5,14.8,-,0,1,0,0,0,0
1992,2,19,2.2,5,-2,-,948.5,82,5.08,9.8,18.7,25.9,-,0,1,1,0,0,0
1992,2,20,2.9,8,-3,-,950.2,67,4.06,10.6,22.4,37,44.6,0,1,1,0,0,0
1992,2,21,1.9,11,-5,-,957.5,54,0,10.1,7.2,14.8,-,0,0,0,0,0,0
1992,2,22,2.1,11.5,-5,-,962.5,64,0,10,2.6,9.4,-,0,0,0,0,0,0
1992,2,23,3.6,15,-5,-,962.1,61,0,10,5.4,22.2,-,0,0,0,0,0,0
1992,2,24,4.6,9,0,-,957.9,74,0,11.3,5.9,22.2,-,0,1,0,0,0,0
1992,2,25,5.8,11,2,-,955.8,82,5.33,8.4,4.6,13,-,0,1,0,0,1,0
1992,2,26,5.4,13,-1,-,958.7,71,0,7.7,2.6,11.1,-,1,0,0,0,0,0
1992,2,27,4.8,14,-2,-,958.4,64,0,8.5,3.5,11.1,29.4,0,0,0,0,0,0
1992,2,28,6.2,15,-2,-,960.1,-,0,10,4.4,14.8,-,0,0,0,0,0,0
1992,2,29,7.2,13.5,1,-,959.4,66,0,10.9,5,14.8,-,0,0,0,0,0,0
1992,3,1,8.6,13,5,-,954.8,68,0,11.1,4.8,11.1,-,0,1,0,0,0,0
1992,3,2,9.3,13,6,-,957.3,68,0,11.1,15.6,29.4,44.6,0,1,0,0,0,0
1992,3,3,9.2,15,4,-,959.7,62,0,10,12,29.4,-,0,0,0,0,0,0
1992,3,4,8.1,14,3,-,956.4,67,0,9.8,4.3,14.8,-,0,0,0,0,0,0
1992,3,5,9.3,15,3,-,956.3,61,0,8.2,4.4,22.2,-,0,0,0,0,0,0
1992,3,6,9.5,19,2,-,959.7,50,0,10,3.7,14.8,-,0,0,0,0,0,0
1992,3,7,9.7,21.3,-2.8,-,959.3,49,0,9.5,3.9,11.1,-,0,0,0,0,0,0
1992,3,8,11.7,20,3,-,958.6,50,0,10.6,8.5,29.4,-,0,0,0,0,0,0
1992,3,9,9,18,-1,-,962.1,43,0,10.1,9.4,22.2,-,0,0,0,0,0,0
1992,3,10,7.1,17.2,-2,-,963.9,60,0,9.7,4.4,11.1,-,0,0,0,0,0,0
1992,3,11,9.1,18.6,0,-,960.8,56,0,10.1,4.8,14.8,-,0,0,0,0,0,0
1992,3,12,9.3,18.4,0,-,957,49,0,10,6.3,20.6,-,0,0,0,0,0,0
1992,3,13,8.6,19.5,-1,-,955.7,50,0,10.3,4.3,14.8,-,0,0,0,0,0,0
1992,3,14,10.2,20.4,-1,-,956.4,51,0,10.1,10.2,29.4,-,0,0,0,0,0,0
1992,3,15,11.4,21,2,-,957.9,53,0,10,8.9,18.3,-,0,0,0,0,0,0
1992,3,16,12.4,24,1,-,956.6,43,0,9.8,4.8,13,-,0,0,0,0,0,0
1992,3,17,11.6,23.5,0,-,954.4,43,0,10.5,1.9,14.8,-,0,0,0,0,0,0
1992,3,18,12.3,22,2,-,953.1,47,0,11.1,4.1,14.8,-,0,0,0,0,0,0
1992,3,19,13.7,22.6,4,-,954.9,43,0,10.8,8.7,25.9,-,0,0,0,0,0,0
1992,3,20,13.7,24.8,3,-,956.3,45,0,11.6,2.6,11.1,-,0,0,0,0,0,0
1992,3,21,15.4,26.4,5,-,959.7,38,0,10.3,12.6,29.4,-,0,0,0,0,0,0
1992,3,22,15.4,24,9,-,960,40,0,10.8,11.3,29.4,-,0,0,0,0,0,0
1992,3,23,12.8,22,2,-,946.5,50,0,10.9,17.8,55.4,74.1,0,0,0,0,0,0
1992,3,24,6,12.2,2,-,938.2,59,0.25,11.7,22.2,48.2,51.9,0,1,0,0,0,0
1992,3,25,5.3,11.2,0,-,942,55,0,11.6,27.4,37,61.1,0,0,0,0,0,0
1992,3,26,6,13,0,-,939.4,57,0,10.9,23,46.5,-,0,1,0,0,0,0
1992,3,27,5.6,10.6,2,-,939.8,55,0,11.4,26.7,40.7,55.4,0,0,0,0,0,0
1992,3,28,6.8,13,2,-,944.7,50,0,10.9,16.3,37,55.4,0,0,0,0,0,0
1992,3,29,6.1,15,-4,-,943.1,55,0,10.8,10,29.4,-,0,0,0,0,0,0
1992,3,30,5.4,10,1,-,931.9,79,5.33,9,28.9,48.2,70.6,0,1,0,1,0,0
1992,3,31,4.6,10.5,0,-,927,71,2.54,11.1,23.9,83.5,101.9,0,1,0,0,0,0
1992,4,1,6.1,11,0,-,-,72,0,11.1,26.3,48.2,66.5,0,1,0,0,0,0
1992,4,2,9.3,13.2,6,-,-,83,3.05,10.5,21.1,29.4,44.6,0,1,0,0,0,0
1992,4,3,8,14.3,6,-,-,80,7.87,10.1,18.5,37,55.4,0,1,0,0,0,0
1992,4,4,8.2,12,6,-,-,80,7.11,10.3,5.4,29.4,-,0,1,0,0,0,0
1992,4,5,8.4,14,2,-,-,52,1.02,10.9,23.9,40.7,59.4,0,0,0,0,0,0
1992,4,6,6.4,16,-2,-,-,59,0,10.9,12.6,29.4,55.4,0,1,0,0,0,0
1992,4,7,9.9,15.6,3.6,-,-,59,0.51,11.3,21.1,44.6,63,0,1,0,0,0,0
1992,4,8,8.6,13.2,5,-,-,52,0,11.1,20.6,29.4,44.6,0,0,0,0,0,0
1992,4,9,10.5,17.4,4,-,-,54,0,11.3,21.7,33.5,40.7,0,0,0,0,0,0
1992,4,10,10.5,18,4,-,-,50,0,10.8,9.3,25.9,-,0,0,0,0,0,0
1992,4,11,11,22.5,0,-,-,45,0,9.8,5.2,14.8,-,0,0,0,0,0,0
1992,4,12,12.2,21.8,1,-,-,40,0,10.3,7.6,27.8,-,0,0,0,0,0,0
1992,4,13,11.8,19,5,-,-,51,0,11.3,14.1,27.8,-,0,0,0,0,0,0
1992,4,14,13.4,22.4,4,-,-,49,0,11.1,10.2,27.8,-,0,0,0,0,0,0
1992,4,15,13.9,19.8,9,-,-,44,0,11.1,21.7,44.3,-,0,0,0,0,0,0
1992,4,16,9.1,13.4,4,-,-,46,0,10.8,31.1,44.6,63,0,0,0,0,0,0
1992,4,17,9.5,18.2,3,-,-,50,0,10.9,25,42.4,53.5,0,0,0,0,0,0
1992,4,18,15.7,24.6,9,-,-,48,0,10,19.6,27.8,44.6,0,0,0,0,0,0
1992,4,19,15.4,26,4.5,-,-,39,0,10,6.7,24.1,-,0,0,0,0,0,0
1992,4,20,15.6,27.5,5,-,-,44,0,10.3,4.8,14.8,-,0,0,0,0,0,0
1992,4,21,17.2,27.8,6,-,-,39,0,10.6,5.7,14.8,-,0,0,0,0,0,0
1992,4,22,17.6,26.6,6,-,-,43,0,10.9,9.3,24.1,-,0,0,0,0,0,0
1992,4,23,16.6,27.5,5,-,-,44,0,10.3,9.8,29.4,37,0,0,0,0,0,0
1992,4,24,16.4,27,5,-,-,47,0,10,8.9,25.9,37,0,0,0,0,0,0
1992,4,25,16.7,26.8,6,-,-,47,0,10.1,6.7,25.9,-,0,0,0,0,0,0
1992,4,26,17.6,27.6,7,-,-,41,0,10.3,7.8,22.2,-,0,0,0,0,0,0
1992,4,27,18.7,28.8,7,-,-,41,0,11.1,6.9,18.3,-,0,0,0,0,0,0
1992,4,28,16.9,26.5,8,-,-,45,0,10.8,14.6,42.4,53.5,0,0,0,0,0,0
1992,4,29,11.6,18.2,4,-,-,45,0,10.6,17.2,33.5,37,0,0,0,0,0,0
1992,4,30,14.4,23.6,5,-,-,49,0,11.6,14.3,37,-,0,0,0,0,0,0
1992,5,1,17.8,26.4,7,-,951,49,0,11.4,9.1,25.9,-,0,0,0,0,0,0
1992,5,2,11.2,19.4,5,-,946.1,53,7.11,10.6,30.2,51.9,70.6,0,1,0,1,1,0
1992,5,3,10.2,17.5,4,-,948.6,45,0,10.9,30,46.5,64.8,0,0,0,0,0,0
1992,5,4,13.1,21.4,5,-,951.3,48,0,12.1,15.4,25.9,-,0,0,0,0,0,0
1992,5,5,14.7,23,7.8,-,953.4,51,0,11.4,8.5,27.8,-,0,0,0,0,0,0
1992,5,6,14.5,23.4,8,-,955.5,51,0.51,11.7,13.9,33.5,-,0,1,0,0,0,0
1992,5,7,15.9,25,8.5,-,953,50,0,10.5,8.5,22.2,-,0,0,0,0,0,0
1992,5,8,17,25.4,9,-,949.8,45,0,10.3,5.9,29.4,-,0,0,0,0,0,0
1992,5,9,18.7,28.2,8,-,947.9,41,0,10.8,4.8,16.5,-,0,0,0,0,0,0
1992,5,10,20.2,29.4,9,-,948.2,36,0,10.3,15.2,33.5,-,0,0,0,0,0,0
1992,5,11,19.8,29,9,-,951.2,38,0,10.6,3.3,14.8,-,0,0,0,0,0,0
1992,5,12,20.4,30.6,11,-,954.4,44,0,10.5,5.2,14.8,-,0,0,0,0,0,0
1992,5,13,21.6,30.2,12,-,952.1,41,0,10.1,18.3,37,-,0,0,0,0,0,0
1992,5,14,19.7,27.6,13.8,-,953,54,1.02,10.9,10.6,25.9,44.6,0,1,0,0,1,0
1992,5,15,21.1,31.6,12,-,954.8,46,0,10.6,9.3,20.6,-,0,0,0,0,0,0
1992,5,16,22.9,32.2,12.6,-,957.1,37,0,11.7,7,22.2,-,0,0,0,0,0,0
1992,5,17,22.7,32,12,-,955.9,38,0,11.4,6.1,18.3,-,0,0,0,0,0,0
1992,5,18,21.1,29.4,14,-,951.3,45,0,10.8,4.8,35.2,53.5,0,1,0,0,1,0
1992,5,19,20.9,31,11,-,948.4,45,0,10.8,7.8,37,55.4,0,0,0,0,1,0
1992,5,20,19,26.8,13,-,947.4,52,4.06,11.1,10.9,29.4,46.5,0,1,0,0,1,0
1992,5,21,19.7,30.6,11,-,945.8,51,0,11.3,3.9,18.3,-,0,0,0,0,1,0
1992,5,22,19.3,26.5,13,-,942.9,51,0,11.3,13.3,29.4,-,0,1,0,0,0,0
1992,5,23,15.5,22.5,12,-,943.1,63,3.05,10.8,15.2,48.2,64.8,0,1,0,0,1,0
1992,5,24,15.6,23.3,10,-,947,57,1.02,11.1,12.4,22.2,27.8,0,1,0,0,0,0
1992,5,25,17.2,25.8,8,-,949.9,47,0,10.1,3.7,13,-,0,0,0,0,0,0
1992,5,26,20.4,27.6,14,-,944.7,43,0,10.6,9.6,27.8,-,0,0,0,0,0,0
1992,5,27,17.8,25,12.4,-,942.9,52,0,11.3,15.6,33.5,-,0,1,0,0,0,0
1992,5,28,14.1,16,13,-,944.5,77,0,10.8,15,31.7,-,0,1,0,0,0,0
1992,5,29,14.5,18.2,12.8,-,945.5,88,11.94,8.9,14.4,25.9,-,0,1,0,0,0,0
1992,5,30,16.4,23.2,13,-,944.7,70,10.92,9.3,10.4,44.3,44.6,0,1,0,0,0,0
1992,5,31,16.7,22.5,14,-,943.6,57,0,10.8,12.8,25.9,-,0,0,0,0,0,0
1992,6,1,14.1,18,12,-,-,68,3.05,10.9,7,37,55.4,0,1,0,0,1,0
1992,6,2,15.1,20.6,11,-,-,64,0.51,11.1,11.5,29.4,-,0,1,0,0,0,0
1992,6,3,14.9,22,9,-,-,54,0,11.3,11.3,33.5,51.9,0,1,0,0,0,0
1992,6,4,14.1,19,10,-,-,48,99.06,11.1,17.6,37,55.4,0,1,0,0,0,0
1992,6,5,13.3,21,6,-,-,51,0,11.4,7.4,22.2,-,0,0,0,0,0,0
1992,6,6,13.1,19.6,8,-,-,57,0,10.9,8.7,44.3,-,0,1,0,0,0,0
1992,6,7,13.6,18.6,9.6,-,-,59,0,10.9,14.8,33.5,-,0,0,0,0,0,0
1992,6,8,15.7,22.4,10.4,-,-,53,0,10.8,15.6,33.5,40.7,0,0,0,0,0,0
1992,6,9,14.4,20.5,11,-,-,51,1.02,11.1,15.7,31.3,33.2,0,1,0,0,0,0
1992,6,10,13.4,21,7,-,-,47,0,11.3,5.7,14.8,-,0,0,0,0,0,0
1992,6,11,14.9,25,6,-,-,48,0,11.4,6.7,27.8,-,0,0,0,0,0,0
1992,6,12,16.8,23.2,13,-,-,56,0,11.1,9.6,38.9,-,0,1,0,0,0,0
1992,6,13,14.4,21.6,11,-,-,69,2.03,10.1,14.1,25.9,-,0,1,0,0,0,0
1992,6,14,15.8,23.8,11.6,-,-,71,12.95,9.5,15.2,25.9,-,0,1,0,0,0,0
1992,6,15,14.7,18,12,-,-,75,11.94,9.8,5.2,20.6,-,0,1,0,0,0,0
1992,6,16,16,22.2,12.8,-,-,71,6.1,10.6,5.9,27.8,-,0,1,0,0,0,0
1992,6,17,19,26.8,13.8,-,-,57,1.02,11.1,10,31.7,-,0,0,0,0,0,0
1992,6,18,20.2,26.2,14,-,-,54,0,10.9,8,24.1,-,0,0,0,0,0,0
